"","Xloc","Yloc","Landuse","Rock"
"1483",2.05,1.5,"Meadow","Sequanian"
"1484",2.05,1.55,"Meadow","Sequanian"
"1485",2.05,1.6,"Pasture","Sequanian"
"1486",2.05,1.65,"Pasture","Sequanian"
"1487",2.05,1.7,"Forest","Sequanian"
"1488",2.05,1.75,"Forest","Sequanian"
"1489",2.05,1.8,"Forest","Kimmeridgian"
"1490",2.05,1.85,"Meadow","Sequanian"
"1491",2.05,1.9,"Meadow","Sequanian"
"1492",2.05,1.95,"Meadow","Kimmeridgian"
"1493",2.05,2,"Meadow","Kimmeridgian"
"1494",2.05,2.05,"Meadow","Kimmeridgian"
"1495",2.05,2.1,"Meadow","Kimmeridgian"
"1496",2.05,2.15,"Meadow","Sequanian"
"1497",2.05,2.2,"Meadow","Sequanian"
"1498",2.05,2.25,"Meadow","Sequanian"
"1499",2.05,2.3,"Meadow","Sequanian"
"1500",2.05,2.35,"Meadow","Sequanian"
"1501",2.05,2.4,"Meadow","Quaternary"
"1502",2.05,2.45,"Meadow","Quaternary"
"1503",2.05,2.5,"Meadow","Kimmeridgian"
"1504",2.05,2.55,"Meadow","Kimmeridgian"
"1505",2.05,2.6,"Meadow","Kimmeridgian"
"1506",2.05,2.65,"Meadow","Kimmeridgian"
"1507",2.05,2.7,"Meadow","Kimmeridgian"
"1508",2.05,2.75,"Meadow","Kimmeridgian"
"1509",2.05,2.8,"Meadow","Kimmeridgian"
"1510",2.05,2.85,"Meadow","Kimmeridgian"
"1511",2.05,2.9,"Meadow","Sequanian"
"1512",2.05,2.95,"Meadow","Sequanian"
"1513",2.05,3,"Meadow","Sequanian"
"1514",2.05,3.05,"Meadow","Sequanian"
"1515",2.05,3.1,"Meadow","Sequanian"
"1516",2.05,3.15,"Meadow","Argovian"
"1517",2.05,3.2,"Meadow","Argovian"
"1518",2.05,3.25,"Meadow","Argovian"
"1519",2.05,3.3,"Meadow","Quaternary"
"1520",2.05,3.35,"Meadow","Quaternary"
"1521",2.05,3.4,"Meadow","Argovian"
"1522",2.05,3.45,"Meadow","Argovian"
"1523",2.05,3.5,"Meadow","Argovian"
"1524",2.05,3.55,"Meadow","Argovian"
"1525",2.1,0.2,"Meadow","Portlandian"
"1526",2.1,0.25,"Meadow","Portlandian"
"1527",2.1,0.3,"Meadow","Portlandian"
"1528",2.1,0.35,"Meadow","Portlandian"
"1529",2.1,0.4,"Meadow","Kimmeridgian"
"1530",2.1,0.45,"Meadow","Kimmeridgian"
"1531",2.1,0.5,"Meadow","Kimmeridgian"
"1532",2.1,0.55,"Meadow","Kimmeridgian"
"1533",2.1,0.6,"Pasture","Kimmeridgian"
"1534",2.1,0.65,"Pasture","Kimmeridgian"
"1535",2.1,0.7,"Pasture","Sequanian"
"1536",2.1,0.75,"Pasture","Sequanian"
"1537",2.1,0.8,"Pasture","Argovian"
"1538",2.1,0.85,"Meadow","Argovian"
"1539",2.1,0.9,"Meadow","Argovian"
"1540",2.1,0.95,"Meadow","Argovian"
"1541",2.1,1,"Meadow","Argovian"
"1542",2.1,1.05,"Meadow","Argovian"
"1543",2.1,1.1,"Meadow","Argovian"
"1544",2.1,1.15,"Meadow","Argovian"
"1545",2.1,1.2,"Meadow","Argovian"
"1546",2.1,1.25,"Meadow","Argovian"
"1547",2.1,1.3,"Meadow","Argovian"
"1548",2.1,1.35,"Meadow","Argovian"
"1549",2.1,1.4,"Meadow","Argovian"
"1550",2.1,1.45,"Pasture","Argovian"
"1551",2.1,1.5,"Pasture","Argovian"
"1552",2.1,1.55,"Pasture","Argovian"
"1553",2.1,1.6,"Pasture","Sequanian"
"1554",2.1,1.65,"Pasture","Sequanian"
"1555",2.1,1.7,"Forest","Sequanian"
"1556",2.1,1.75,"Forest","Sequanian"
"1557",2.1,1.8,"Forest","Kimmeridgian"
"1558",2.1,1.85,"Meadow","Sequanian"
"1559",2.1,1.9,"Meadow","Sequanian"
"1560",2.1,1.95,"Meadow","Kimmeridgian"
"1561",2.1,2,"Meadow","Kimmeridgian"
"1562",2.1,2.05,"Meadow","Kimmeridgian"
"1563",2.1,2.1,"Meadow","Kimmeridgian"
"1564",2.1,2.15,"Meadow","Sequanian"
"1565",2.1,2.2,"Meadow","Sequanian"
"1566",2.1,2.25,"Meadow","Sequanian"
"1567",2.1,2.3,"Meadow","Sequanian"
"1568",2.1,2.35,"Meadow","Sequanian"
"1569",2.1,2.4,"Meadow","Quaternary"
"1570",2.1,2.45,"Meadow","Quaternary"
"1571",2.1,2.5,"Meadow","Kimmeridgian"
"1572",2.1,2.55,"Meadow","Kimmeridgian"
"1573",2.1,2.6,"Meadow","Kimmeridgian"
"1574",2.1,2.65,"Meadow","Kimmeridgian"
"1575",2.1,2.7,"Meadow","Kimmeridgian"
"1576",2.1,2.75,"Meadow","Kimmeridgian"
"1577",2.1,2.8,"Meadow","Kimmeridgian"
"1578",2.1,2.85,"Meadow","Kimmeridgian"
"1579",2.1,2.9,"Pasture","Sequanian"
"1580",2.1,2.95,"Pasture","Sequanian"
"1581",2.1,3,"Pasture","Sequanian"
"1582",2.1,3.05,"Pasture","Sequanian"
"1583",2.1,3.1,"Meadow","Sequanian"
"1584",2.1,3.15,"Meadow","Argovian"
"1585",2.1,3.2,"Meadow","Argovian"
"1586",2.1,3.25,"Meadow","Argovian"
"1587",2.1,3.3,"Meadow","Quaternary"
"1588",2.1,3.35,"Meadow","Quaternary"
"1589",2.1,3.4,"Meadow","Argovian"
"1590",2.1,3.45,"Meadow","Argovian"
"1591",2.1,3.5,"Meadow","Argovian"
"1592",2.1,3.55,"Meadow","Argovian"
"1593",2.1,3.6,"Meadow","Argovian"
"1594",2.1,4.2,"Meadow","Argovian"
"1595",2.1,4.25,"Meadow","Argovian"
"1596",2.1,4.3,"Meadow","Argovian"
"1597",2.15,0.2,"Meadow","Portlandian"
"1598",2.15,0.25,"Meadow","Portlandian"
"1599",2.15,0.3,"Meadow","Portlandian"
"1600",2.15,0.35,"Meadow","Portlandian"
"1601",2.15,0.4,"Meadow","Kimmeridgian"
"1602",2.15,0.45,"Meadow","Kimmeridgian"
"1603",2.15,0.5,"Meadow","Kimmeridgian"
"1604",2.15,0.55,"Meadow","Kimmeridgian"
"1605",2.15,0.6,"Meadow","Kimmeridgian"
"1606",2.15,0.65,"Meadow","Kimmeridgian"
"1607",2.15,0.7,"Meadow","Sequanian"
"1608",2.15,0.75,"Meadow","Argovian"
"1609",2.15,0.8,"Meadow","Argovian"
"1610",2.15,0.85,"Meadow","Argovian"
"1611",2.15,0.9,"Meadow","Argovian"
"1612",2.15,0.95,"Meadow","Argovian"
"1613",2.15,1,"Meadow","Argovian"
"1614",2.15,1.05,"Meadow","Argovian"
"1615",2.15,1.1,"Meadow","Argovian"
"1616",2.15,1.15,"Meadow","Argovian"
"1617",2.15,1.2,"Pasture","Argovian"
"1618",2.15,1.25,"Pasture","Quaternary"
"1619",2.15,1.3,"Pasture","Quaternary"
"1620",2.15,1.35,"Pasture","Argovian"
"1621",2.15,1.4,"Pasture","Argovian"
"1622",2.15,1.45,"Pasture","Argovian"
"1623",2.15,1.5,"Pasture","Argovian"
"1624",2.15,1.55,"Pasture","Argovian"
"1625",2.15,1.6,"Pasture","Sequanian"
"1626",2.15,1.65,"Pasture","Sequanian"
"1627",2.15,1.7,"Pasture","Kimmeridgian"
"1628",2.15,1.75,"Pasture","Kimmeridgian"
"1629",2.15,1.8,"Pasture","Kimmeridgian"
"1630",2.15,1.85,"Meadow","Kimmeridgian"
"1631",2.15,1.9,"Meadow","Kimmeridgian"
"1632",2.15,1.95,"Meadow","Kimmeridgian"
"1633",2.15,2,"Meadow","Kimmeridgian"
"1634",2.15,2.05,"Meadow","Kimmeridgian"
"1635",2.15,2.1,"Meadow","Kimmeridgian"
"1636",2.15,2.15,"Meadow","Kimmeridgian"
"1637",2.15,2.2,"Meadow","Kimmeridgian"
"1638",2.15,2.25,"Meadow","Kimmeridgian"
"1639",2.15,2.3,"Meadow","Quaternary"
"1640",2.15,2.35,"Meadow","Quaternary"
"1641",2.15,2.4,"Meadow","Quaternary"
"1642",2.15,2.45,"Meadow","Quaternary"
"1643",2.15,2.5,"Meadow","Quaternary"
"1644",2.15,2.55,"Meadow","Kimmeridgian"
"1645",2.15,2.6,"Meadow","Kimmeridgian"
"1646",2.15,2.65,"Pasture","Kimmeridgian"
"1647",2.15,2.7,"Pasture","Kimmeridgian"
"1648",2.15,2.75,"Pasture","Kimmeridgian"
"1649",2.15,2.8,"Meadow","Kimmeridgian"
"1650",2.15,2.85,"Meadow","Kimmeridgian"
"1651",2.15,2.9,"Pasture","Sequanian"
"1652",2.15,2.95,"Pasture","Sequanian"
"1653",2.15,3,"Meadow","Sequanian"
"1654",2.15,3.05,"Meadow","Sequanian"
"1655",2.15,3.1,"Meadow","Sequanian"
"1656",2.15,3.15,"Meadow","Sequanian"
"1657",2.15,3.2,"Meadow","Sequanian"
"1658",2.15,3.25,"Meadow","Sequanian"
"1659",2.15,3.3,"Meadow","Quaternary"
"1660",2.15,3.35,"Meadow","Quaternary"
"1661",2.15,3.4,"Meadow","Quaternary"
"1662",2.15,3.45,"Meadow","Quaternary"
"1663",2.15,3.5,"Meadow","Argovian"
"1664",2.15,3.55,"Meadow","Argovian"
"1665",2.15,3.6,"Meadow","Argovian"
"1666",2.15,3.65,"Meadow","Argovian"
"1667",2.15,4.2,"Meadow","Argovian"
"1668",2.15,4.25,"Meadow","Argovian"
"1669",2.15,4.3,"Meadow","Argovian"
"1670",2.2,0.2,"Meadow","Portlandian"
"1671",2.2,0.25,"Meadow","Portlandian"
"1672",2.2,0.3,"Meadow","Portlandian"
"1673",2.2,0.35,"Meadow","Portlandian"
"1674",2.2,0.4,"Meadow","Kimmeridgian"
"1675",2.2,0.45,"Meadow","Kimmeridgian"
"1676",2.2,0.5,"Meadow","Kimmeridgian"
"1677",2.2,0.55,"Meadow","Kimmeridgian"
"1678",2.2,0.6,"Meadow","Kimmeridgian"
"1679",2.2,0.65,"Meadow","Kimmeridgian"
"1680",2.2,0.7,"Meadow","Sequanian"
"1681",2.2,0.75,"Meadow","Argovian"
"1682",2.2,0.8,"Meadow","Argovian"
"1683",2.2,0.85,"Meadow","Argovian"
"1684",2.2,0.9,"Meadow","Argovian"
"1685",2.2,0.95,"Meadow","Argovian"
"1686",2.2,1,"Meadow","Argovian"
"1687",2.2,1.05,"Meadow","Argovian"
"1688",2.2,1.1,"Meadow","Argovian"
"1689",2.2,1.15,"Meadow","Argovian"
"1690",2.2,1.2,"Pasture","Argovian"
"1691",2.2,1.25,"Pasture","Quaternary"
"1692",2.2,1.3,"Pasture","Quaternary"
"1693",2.2,1.35,"Pasture","Argovian"
"1694",2.2,1.4,"Pasture","Argovian"
"1695",2.2,1.45,"Pasture","Argovian"
"1696",2.2,1.5,"Pasture","Argovian"
"1697",2.2,1.55,"Pasture","Argovian"
"1698",2.2,1.6,"Pasture","Sequanian"
"1699",2.2,1.65,"Pasture","Sequanian"
"1700",2.2,1.7,"Pasture","Kimmeridgian"
"1701",2.2,1.75,"Pasture","Kimmeridgian"
"1702",2.2,1.8,"Pasture","Kimmeridgian"
"1703",2.2,1.85,"Meadow","Kimmeridgian"
"1704",2.2,1.9,"Meadow","Kimmeridgian"
"1705",2.2,1.95,"Meadow","Kimmeridgian"
"1706",2.2,2,"Meadow","Kimmeridgian"
"1707",2.2,2.05,"Meadow","Kimmeridgian"
"1708",2.2,2.1,"Meadow","Kimmeridgian"
"1709",2.2,2.15,"Meadow","Kimmeridgian"
"1710",2.2,2.2,"Meadow","Kimmeridgian"
"1711",2.2,2.25,"Meadow","Kimmeridgian"
"1712",2.2,2.3,"Meadow","Quaternary"
"1713",2.2,2.35,"Meadow","Quaternary"
"1714",2.2,2.4,"Meadow","Quaternary"
"1715",2.2,2.45,"Meadow","Quaternary"
"1716",2.2,2.5,"Meadow","Quaternary"
"1717",2.2,2.55,"Meadow","Kimmeridgian"
"1718",2.2,2.6,"Meadow","Kimmeridgian"
"1719",2.2,2.65,"Pasture","Kimmeridgian"
"1720",2.2,2.7,"Pasture","Kimmeridgian"
"1721",2.2,2.75,"Pasture","Kimmeridgian"
"1722",2.2,2.8,"Meadow","Kimmeridgian"
"1723",2.2,2.85,"Meadow","Kimmeridgian"
"1724",2.2,2.9,"Pasture","Sequanian"
"1725",2.2,2.95,"Pasture","Sequanian"
"1726",2.2,3,"Meadow","Sequanian"
"1727",2.2,3.05,"Meadow","Sequanian"
"1728",2.2,3.1,"Meadow","Sequanian"
"1729",2.2,3.15,"Meadow","Sequanian"
"1730",2.2,3.2,"Meadow","Sequanian"
"1731",2.2,3.25,"Meadow","Sequanian"
"1732",2.2,3.3,"Meadow","Quaternary"
"1733",2.2,3.35,"Meadow","Quaternary"
"1734",2.2,3.4,"Meadow","Quaternary"
"1735",2.2,3.45,"Meadow","Quaternary"
"1736",2.2,3.5,"Meadow","Argovian"
"1737",2.2,3.55,"Meadow","Argovian"
"1738",2.2,3.6,"Meadow","Argovian"
"1739",2.2,3.65,"Meadow","Argovian"
"1740",2.2,3.7,"Meadow","Argovian"
"1741",2.2,3.75,"Meadow","Argovian"
"1742",2.2,3.8,"Meadow","Argovian"
"1743",2.2,3.85,"Meadow","Argovian"
"1744",2.2,3.9,"Meadow","Argovian"
"1745",2.2,3.95,"Meadow","Argovian"
"1746",2.2,4,"Meadow","Argovian"
"1747",2.2,4.05,"Meadow","Argovian"
"1748",2.2,4.1,"Meadow","Argovian"
"1749",2.2,4.15,"Meadow","Argovian"
"1750",2.2,4.2,"Meadow","Argovian"
"1751",2.2,4.25,"Meadow","Argovian"
"1752",2.2,4.3,"Meadow","Argovian"
"1753",2.25,0.25,"Meadow","Portlandian"
"1754",2.25,0.3,"Meadow","Portlandian"
"1755",2.25,0.35,"Meadow","Portlandian"
"1756",2.25,0.4,"Forest","Portlandian"
"1757",2.25,0.45,"Forest","Portlandian"
"1758",2.25,0.5,"Forest","Kimmeridgian"
"1759",2.25,0.55,"Forest","Kimmeridgian"
"1760",2.25,0.6,"Meadow","Kimmeridgian"
"1761",2.25,0.65,"Meadow","Kimmeridgian"
"1762",2.25,0.7,"Meadow","Sequanian"
"1763",2.25,0.75,"Meadow","Argovian"
"1764",2.25,0.8,"Meadow","Argovian"
"1765",2.25,0.85,"Meadow","Argovian"
"1766",2.25,0.9,"Meadow","Argovian"
"1767",2.25,0.95,"Meadow","Argovian"
"1768",2.25,1,"Meadow","Argovian"
"1769",2.25,1.05,"Meadow","Argovian"
"1770",2.25,1.1,"Meadow","Argovian"
"1771",2.25,1.15,"Meadow","Argovian"
"1772",2.25,1.2,"Pasture","Argovian"
"1773",2.25,1.25,"Pasture","Argovian"
"1774",2.25,1.3,"Pasture","Argovian"
"1775",2.25,1.35,"Pasture","Quaternary"
"1776",2.25,1.4,"Pasture","Quaternary"
"1777",2.25,1.45,"Pasture","Argovian"
"1778",2.25,1.5,"Pasture","Argovian"
"1779",2.25,1.55,"Pasture","Argovian"
"1780",2.25,1.6,"Pasture","Sequanian"
"1781",2.25,1.65,"Pasture","Sequanian"
"1782",2.25,1.7,"Pasture","Kimmeridgian"
"1783",2.25,1.75,"Pasture","Kimmeridgian"
"1784",2.25,1.8,"Pasture","Kimmeridgian"
"1785",2.25,1.85,"Meadow","Kimmeridgian"
"1786",2.25,1.9,"Meadow","Kimmeridgian"
"1787",2.25,1.95,"Pasture","Kimmeridgian"
"1788",2.25,2,"Pasture","Kimmeridgian"
"1789",2.25,2.05,"Pasture","Kimmeridgian"
"1790",2.25,2.1,"Meadow","Kimmeridgian"
"1791",2.25,2.15,"Meadow","Kimmeridgian"
"1792",2.25,2.2,"Meadow","Kimmeridgian"
"1793",2.25,2.25,"Meadow","Quaternary"
"1794",2.25,2.3,"Meadow","Quaternary"
"1795",2.25,2.35,"Meadow","Quaternary"
"1796",2.25,2.4,"Meadow","Quaternary"
"1797",2.25,2.45,"Meadow","Quaternary"
"1798",2.25,2.5,"Meadow","Quaternary"
"1799",2.25,2.55,"Meadow","Quaternary"
"1800",2.25,2.6,"Meadow","Kimmeridgian"
"1801",2.25,2.65,"Pasture","Kimmeridgian"
"1802",2.25,2.7,"Pasture","Kimmeridgian"
"1803",2.25,2.75,"Pasture","Kimmeridgian"
"1804",2.25,2.8,"Meadow","Kimmeridgian"
"1805",2.25,2.85,"Meadow","Kimmeridgian"
"1806",2.25,2.9,"Pasture","Sequanian"
"1807",2.25,2.95,"Pasture","Sequanian"
"1808",2.25,3,"Meadow","Sequanian"
"1809",2.25,3.05,"Meadow","Sequanian"
"1810",2.25,3.1,"Meadow","Sequanian"
"1811",2.25,3.15,"Meadow","Sequanian"
"1812",2.25,3.2,"Meadow","Sequanian"
"1813",2.25,3.25,"Meadow","Sequanian"
"1814",2.25,3.3,"Meadow","Quaternary"
"1815",2.25,3.35,"Meadow","Quaternary"
"1816",2.25,3.4,"Meadow","Quaternary"
"1817",2.25,3.45,"Meadow","Quaternary"
"1818",2.25,3.5,"Meadow","Argovian"
"1819",2.25,3.55,"Meadow","Argovian"
"1820",2.25,3.6,"Meadow","Argovian"
"1821",2.25,3.65,"Meadow","Argovian"
"1822",2.25,3.7,"Meadow","Argovian"
"1823",2.25,3.75,"Meadow","Argovian"
"1824",2.25,3.8,"Meadow","Argovian"
"1825",2.25,3.85,"Meadow","Argovian"
"1826",2.25,3.9,"Meadow","Argovian"
"1827",2.25,3.95,"Meadow","Argovian"
"1828",2.25,4,"Meadow","Argovian"
"1829",2.25,4.05,"Meadow","Argovian"
"1830",2.25,4.1,"Meadow","Argovian"
"1831",2.25,4.15,"Meadow","Argovian"
"1832",2.25,4.2,"Meadow","Argovian"
"1833",2.3,0.3,"Meadow","Portlandian"
"1834",2.3,0.35,"Meadow","Portlandian"
"1835",2.3,0.4,"Forest","Portlandian"
"1836",2.3,0.45,"Forest","Portlandian"
"1837",2.3,0.5,"Forest","Kimmeridgian"
"1838",2.3,0.55,"Forest","Kimmeridgian"
"1839",2.3,0.6,"Meadow","Kimmeridgian"
"1840",2.3,0.65,"Meadow","Kimmeridgian"
"1841",2.3,0.7,"Forest","Sequanian"
"1842",2.3,0.75,"Forest","Sequanian"
"1843",2.3,0.8,"Meadow","Argovian"
"1844",2.3,0.85,"Meadow","Argovian"
"1845",2.3,0.9,"Meadow","Argovian"
"1846",2.3,0.95,"Meadow","Argovian"
"1847",2.3,1,"Meadow","Argovian"
"1848",2.3,1.05,"Meadow","Argovian"
"1849",2.3,1.1,"Meadow","Argovian"
"1850",2.3,1.15,"Meadow","Argovian"
"1851",2.3,1.2,"Pasture","Argovian"
"1852",2.3,1.25,"Pasture","Argovian"
"1853",2.3,1.3,"Pasture","Argovian"
"1854",2.3,1.35,"Pasture","Quaternary"
"1855",2.3,1.4,"Pasture","Quaternary"
"1856",2.3,1.45,"Pasture","Argovian"
"1857",2.3,1.5,"Pasture","Argovian"
"1858",2.3,1.55,"Pasture","Argovian"
"1859",2.3,1.6,"Pasture","Sequanian"
"1860",2.3,1.65,"Pasture","Sequanian"
"1861",2.3,1.7,"Pasture","Kimmeridgian"
"1862",2.3,1.75,"Pasture","Kimmeridgian"
"1863",2.3,1.8,"Pasture","Kimmeridgian"
"1864",2.3,1.85,"Meadow","Kimmeridgian"
"1865",2.3,1.9,"Meadow","Kimmeridgian"
"1866",2.3,1.95,"Pasture","Kimmeridgian"
"1867",2.3,2,"Pasture","Kimmeridgian"
"1868",2.3,2.05,"Pasture","Kimmeridgian"
"1869",2.3,2.1,"Meadow","Quaternary"
"1870",2.3,2.15,"Meadow","Quaternary"
"1871",2.3,2.2,"Meadow","Quaternary"
"1872",2.3,2.25,"Meadow","Quaternary"
"1873",2.3,2.3,"Meadow","Quaternary"
"1874",2.3,2.35,"Meadow","Quaternary"
"1875",2.3,2.4,"Meadow","Quaternary"
"1876",2.3,2.45,"Meadow","Quaternary"
"1877",2.3,2.5,"Meadow","Quaternary"
"1878",2.3,2.55,"Meadow","Quaternary"
"1879",2.3,2.6,"Pasture","Kimmeridgian"
"1880",2.3,2.65,"Pasture","Kimmeridgian"
"1881",2.3,2.7,"Pasture","Kimmeridgian"
"1882",2.3,2.75,"Pasture","Kimmeridgian"
"1883",2.3,2.8,"Pasture","Kimmeridgian"
"1884",2.3,2.85,"Pasture","Kimmeridgian"
"1885",2.3,2.9,"Meadow","Sequanian"
"1886",2.3,2.95,"Meadow","Sequanian"
"1887",2.3,3,"Meadow","Sequanian"
"1888",2.3,3.05,"Meadow","Sequanian"
"1889",2.3,3.1,"Meadow","Sequanian"
"1890",2.3,3.15,"Meadow","Sequanian"
"1891",2.3,3.2,"Meadow","Sequanian"
"1892",2.3,3.25,"Meadow","Sequanian"
"1893",2.3,3.3,"Meadow","Quaternary"
"1894",2.3,3.35,"Meadow","Quaternary"
"1895",2.3,3.4,"Meadow","Quaternary"
"1896",2.3,3.45,"Meadow","Quaternary"
"1897",2.3,3.5,"Meadow","Argovian"
"1898",2.3,3.55,"Meadow","Argovian"
"1899",2.3,3.6,"Meadow","Argovian"
"1900",2.3,3.65,"Meadow","Argovian"
"1901",2.3,3.7,"Meadow","Argovian"
"1902",2.3,3.75,"Meadow","Argovian"
"1903",2.3,3.8,"Meadow","Argovian"
"1904",2.3,3.85,"Meadow","Argovian"
"1905",2.3,3.9,"Meadow","Argovian"
"1906",2.3,3.95,"Meadow","Argovian"
"1907",2.3,4,"Meadow","Argovian"
"1908",2.3,4.05,"Meadow","Argovian"
"1909",2.3,4.1,"Meadow","Argovian"
"1910",2.3,4.15,"Meadow","Argovian"
"1911",2.3,4.2,"Meadow","Argovian"
"1912",2.35,0.35,"Meadow","Portlandian"
"1913",2.35,0.4,"Forest","Portlandian"
"1914",2.35,0.45,"Forest","Portlandian"
"1915",2.35,0.5,"Forest","Kimmeridgian"
"1916",2.35,0.55,"Forest","Kimmeridgian"
"1917",2.35,0.6,"Meadow","Kimmeridgian"
"1918",2.35,0.65,"Meadow","Kimmeridgian"
"1919",2.35,0.7,"Forest","Sequanian"
"1920",2.35,0.75,"Forest","Sequanian"
"1921",2.35,0.8,"Meadow","Argovian"
"1922",2.35,0.85,"Meadow","Argovian"
"1923",2.35,0.9,"Meadow","Argovian"
"1924",2.35,0.95,"Meadow","Argovian"
"1925",2.35,1,"Meadow","Argovian"
"1926",2.35,1.05,"Meadow","Argovian"
"1927",2.35,1.1,"Meadow","Argovian"
"1928",2.35,1.15,"Meadow","Argovian"
"1929",2.35,1.2,"Pasture","Argovian"
"1930",2.35,1.25,"Pasture","Argovian"
"1931",2.35,1.3,"Pasture","Argovian"
"1932",2.35,1.35,"Pasture","Quaternary"
"1933",2.35,1.4,"Pasture","Quaternary"
"1934",2.35,1.45,"Pasture","Argovian"
"1935",2.35,1.5,"Pasture","Argovian"
"1936",2.35,1.55,"Pasture","Argovian"
"1937",2.35,1.6,"Pasture","Sequanian"
"1938",2.35,1.65,"Pasture","Sequanian"
"1939",2.35,1.7,"Pasture","Kimmeridgian"
"1940",2.35,1.75,"Pasture","Kimmeridgian"
"1941",2.35,1.8,"Pasture","Kimmeridgian"
"1942",2.35,1.85,"Meadow","Kimmeridgian"
"1943",2.35,1.9,"Meadow","Kimmeridgian"
"1944",2.35,1.95,"Pasture","Kimmeridgian"
"1945",2.35,2,"Pasture","Kimmeridgian"
"1946",2.35,2.05,"Pasture","Kimmeridgian"
"1947",2.35,2.1,"Meadow","Quaternary"
"1948",2.35,2.15,"Meadow","Quaternary"
"1949",2.35,2.2,"Meadow","Quaternary"
"1950",2.35,2.25,"Meadow","Quaternary"
"1951",2.35,2.3,"Meadow","Quaternary"
"1952",2.35,2.35,"Meadow","Quaternary"
"1953",2.35,2.4,"Meadow","Quaternary"
"1954",2.35,2.45,"Meadow","Quaternary"
"1955",2.35,2.5,"Meadow","Quaternary"
"1956",2.35,2.55,"Meadow","Quaternary"
"1957",2.35,2.6,"Pasture","Kimmeridgian"
"1958",2.35,2.65,"Pasture","Kimmeridgian"
"1959",2.35,2.7,"Pasture","Kimmeridgian"
"1960",2.35,2.75,"Pasture","Kimmeridgian"
"1961",2.35,2.8,"Pasture","Kimmeridgian"
"1962",2.35,2.85,"Pasture","Kimmeridgian"
"1963",2.35,2.9,"Meadow","Sequanian"
"1964",2.35,2.95,"Meadow","Sequanian"
"1965",2.35,3,"Meadow","Sequanian"
"1966",2.35,3.05,"Meadow","Sequanian"
"1967",2.35,3.1,"Meadow","Sequanian"
"1968",2.35,3.15,"Meadow","Sequanian"
"1969",2.35,3.2,"Meadow","Sequanian"
"1970",2.35,3.25,"Meadow","Sequanian"
"1971",2.35,3.3,"Meadow","Quaternary"
"1972",2.35,3.35,"Meadow","Quaternary"
"1973",2.35,3.4,"Meadow","Quaternary"
"1974",2.35,3.45,"Meadow","Quaternary"
"1975",2.35,3.5,"Meadow","Argovian"
"1976",2.35,3.55,"Meadow","Argovian"
"1977",2.35,3.6,"Meadow","Argovian"
"1978",2.35,3.65,"Meadow","Argovian"
"1979",2.35,3.7,"Meadow","Argovian"
"1980",2.35,3.75,"Meadow","Argovian"
"1981",2.35,3.8,"Meadow","Argovian"
"1982",2.35,3.85,"Meadow","Argovian"
"1983",2.35,3.9,"Meadow","Argovian"
"1984",2.35,3.95,"Meadow","Argovian"
"1985",2.35,4,"Meadow","Argovian"
"1986",2.35,4.05,"Meadow","Argovian"
"1987",2.35,4.1,"Meadow","Argovian"
"1988",2.35,4.15,"Meadow","Argovian"
"1989",2.35,4.2,"Meadow","Argovian"
"1990",2.4,0.4,"Forest","Portlandian"
"1991",2.4,0.45,"Forest","Portlandian"
"1992",2.4,0.5,"Forest","Portlandian"
"1993",2.4,0.55,"Forest","Portlandian"
"1994",2.4,0.6,"Forest","Sequanian"
"1995",2.4,0.65,"Forest","Sequanian"
"1996",2.4,0.7,"Forest","Sequanian"
"1997",2.4,0.75,"Meadow","Sequanian"
"1998",2.4,0.8,"Meadow","Sequanian"
"1999",2.4,0.85,"Meadow","Argovian"
"2000",2.4,0.9,"Meadow","Argovian"
"2001",2.4,0.95,"Meadow","Argovian"
"2002",2.4,1,"Meadow","Argovian"
"2003",2.4,1.05,"Meadow","Argovian"
"2004",2.4,1.1,"Meadow","Argovian"
"2005",2.4,1.15,"Meadow","Argovian"
"2006",2.4,1.2,"Pasture","Argovian"
"2007",2.4,1.25,"Meadow","Argovian"
"2008",2.4,1.3,"Meadow","Argovian"
"2009",2.4,1.35,"Meadow","Quaternary"
"2010",2.4,1.4,"Meadow","Quaternary"
"2011",2.4,1.45,"Pasture","Sequanian"
"2012",2.4,1.5,"Pasture","Sequanian"
"2013",2.4,1.55,"Pasture","Sequanian"
"2014",2.4,1.6,"Meadow","Sequanian"
"2015",2.4,1.65,"Meadow","Sequanian"
"2016",2.4,1.7,"Pasture","Sequanian"
"2017",2.4,1.75,"Pasture","Sequanian"
"2018",2.4,1.8,"Pasture","Kimmeridgian"
"2019",2.4,1.85,"Pasture","Kimmeridgian"
"2020",2.4,1.9,"Pasture","Kimmeridgian"
"2021",2.4,1.95,"Pasture","Kimmeridgian"
"2022",2.4,2,"Pasture","Kimmeridgian"
"2023",2.4,2.05,"Pasture","Kimmeridgian"
"2024",2.4,2.1,"Pasture","Quaternary"
"2025",2.4,2.15,"Pasture","Quaternary"
"2026",2.4,2.2,"Pasture","Quaternary"
"2027",2.4,2.25,"Meadow","Quaternary"
"2028",2.4,2.3,"Meadow","Quaternary"
"2029",2.4,2.35,"Meadow","Quaternary"
"2030",2.4,2.4,"Meadow","Quaternary"
"2031",2.4,2.45,"Meadow","Quaternary"
"2032",2.4,2.5,"Meadow","Kimmeridgian"
"2033",2.4,2.55,"Pasture","Kimmeridgian"
"2034",2.4,2.6,"Pasture","Kimmeridgian"
